"number","agecat","governorate","gender","q20","q24","q37","geoid"
"624","Under 25","جبل لبنان","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1620"
"625","25-34","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1620"
"626","25-34","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"627","45-54","جبل لبنان","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1620"
"628","35-44","جبل لبنان","Male","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1620"
"629","25-34","جبل لبنان","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1620"
"630","25-34","جبل لبنان","Female","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"631","55-64","جبل لبنان","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"632","25-34","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"633","25-34","جبل لبنان","Male","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1620"
"634","35-44","جبل لبنان","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1620"
"635","Under 25","جبل لبنان","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"636","45-54","جبل لبنان","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر صغرى","1620"
"637","Under 25","جبل لبنان","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","لا اعرف","1620"
"638","55-64","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"639","25-34","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1620"
"640","25-34","جبل لبنان","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1620"
"641","25-34","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"642","35-44","جبل لبنان","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"643","Under 25","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"644","45-54","جبل لبنان","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"645","Under 25","جبل لبنان","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"646","Under 25","جبل لبنان","Female","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"647","35-44","جبل لبنان","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"648","55-64","جبل لبنان","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1620"
"649","45-54","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"650","35-44","جبل لبنان","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1620"
"651","25-34","جبل لبنان","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"652","25-34","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"653","25-34","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"654","Under 25","جبل لبنان","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1620"
"655","45-54","جبل لبنان","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1620"
"656","45-54","جبل لبنان","Female","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1620"
"657","25-34","جبل لبنان","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1620"
"658","45-54","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر صغرى","1620"
"659","55-64","جبل لبنان","Male","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"660","25-34","جبل لبنان","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا جواب","1620"
"661","35-44","جبل لبنان","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1620"
"662","55-64","جبل لبنان","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1620"
"663","25-34","جبل لبنان","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1620"
"664","55-64","جبل لبنان","Male","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1620"
"665","45-54","جبل لبنان","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","لا جواب","1620"
"666","35-44","جبل لبنان","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1620"
"667","65 and above","جبل لبنان","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","NA","1620"
"668","45-54","جبل لبنان","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1620"
"669","35-44","جبل لبنان","Female","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"670","25-34","جبل لبنان","Male","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"671","25-34","جبل لبنان","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1620"
"672","55-64","جبل لبنان","Male","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1620"
"673","Under 25","جبل لبنان","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1620"
"674","35-44","جبل لبنان","Male","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1620"
"675","25-34","جبل لبنان","Male","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر صغرى","1620"
"676","25-34","جبل لبنان","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1620"
"677","Under 25","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا جواب","1620"
"678","35-44","جبل لبنان","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1620"
"679","25-34","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1620"
"680","55-64","جبل لبنان","Female","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1620"
"681","Under 25","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"682","Under 25","جبل لبنان","Female","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1620"
"683","45-54","جبل لبنان","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","لا اعرف","1620"
"684","35-44","جبل لبنان","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا جواب","1620"
"685","55-64","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1620"
"686","45-54","جبل لبنان","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1620"
"687","25-34","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1620"
"688","25-34","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر صغرى","1620"
"689","Under 25","جبل لبنان","Male","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر صغرى","1620"
"690","25-34","جبل لبنان","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا جواب","1620"
"691","35-44","جبل لبنان","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر صغرى","1620"
"692","55-64","جبل لبنان","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر صغرى","1620"
"693","Under 25","جبل لبنان","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"694","55-64","جبل لبنان","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا جواب","1620"
"695","25-34","جبل لبنان","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1620"
"696","25-34","جبل لبنان","Female","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر صغرى","1620"
"697","Under 25","جبل لبنان","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1620"
"698","45-54","جبل لبنان","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1620"
"699","NA","جبل لبنان","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر صغرى","1620"
"700","35-44","جبل لبنان","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1620"
"701","35-44","جبل لبنان","Female","إلى حدٍ ما","لا تهمّني السياسة","لا جواب","1620"
